ef_id,category_code,category_name_th,category_name_en,ef_name,ef_description,unit,factor_value,source_name,source_detail,updated_tag,raw_text
486,13,กลุ่มปศุสัตว์,,โคเนอื้มชีวีติ : ระยะเวลาขนุมากกวา่12 เดอืน,โคเนอื้ทเี่ลยี้งจากฟารม์เลยี้งโคเนื้อโดยมีระยะเวลาการขนุมากกวา่12 เดอืน; LCIA method IPCC 2013 GWP 100a V1.03,kg,12.6521,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"486. | โคเนอื้มชีวีติ : ระยะเวลาขนุมากกวา่12 เดอืน | โคเนอื้ทเี่ลยี้งจากฟารม์เลยี้งโคเนื้อโดยมีระยะเวลาการขนุมากกวา่12 เดอืน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 12.6521 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
487,13,กลุ่มปศุสัตว์,,เนอื้โคชาแหละ,การแปรสภาพโคเนอื้มชีวีติให่ป็นเนอื้โคชาแหละเพอื่การบรโิภคโดยผา่นกระบวนการฆา่และชาแหละจากโรงงานฆา่และชาแหละโคที่ได้้มาตรฐาน; LCIA method IPCC 2013 GWP 100a V1.03,kg,13.4269,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"487. | เนอื้โคชาแหละ | การแปรสภาพโคเนอื้มชีวีติใหเ้ป็นเนอื้โคชาแหละเพอื่การบรโิภคโดยผา่นกระบวนการฆา่และชาแหละจากโรงงานฆา่และชาแหละโคที่ได้้มาตรฐาน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 13.4269 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
488,13,กลุ่มปศุสัตว์,,เนอื้โคชาแหละอื่นๆ,การแปรสภาพโคเนอื้มชีวีติให่ป็นเนอื้โคชาแหละเพอื่การบรโิภคโดยผา่นกระบวนการฆา่และชาแหละจากโรงงานฆา่และชาแหละโคที่ได้้มาตรฐาน; LCIA method IPCC 2013 GWP 100a V1.03,kg,13.4269,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"488. | เนอื้โคชาแหละอื่นๆ | การแปรสภาพโคเนอื้มชีวีติใหเ้ป็นเนอื้โคชาแหละเพอื่การบรโิภคโดยผา่นกระบวนการฆา่และชาแหละจากโรงงานฆา่และชาแหละโคที่ได้้มาตรฐาน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 13.4269 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
489,13,กลุ่มปศุสัตว์,,หอยแครง (Ark shell),ครอบคลมุตงั้แตกา่รเตรยีมแปลงเลยี้งหอยการเลยี้งและการดแูลตลอดจนการเก็บเกยี่ว; ข้อมลูจากการเลยี้งหอยในเขตภาคตะวันตกและภาคใต้ของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0064,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"489. | หอยแครง (Ark shell) | ครอบคลมุตงั้แตกา่รเตรยีมแปลงเลยี้งหอยการเลยี้งและการดแูลตลอดจนการเก็บเกยี่ว; ข้อมลูจากการเลยี้งหอยในเขตภาคตะวันตกและภาคใต้ของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0064 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
490,13,กลุ่มปศุสัตว์,,หอยแมลงภู่(Asian green mussel),การเลยี้งแบบปักหลัก; ครอบคลมุตงั้แตกา่รลงหลักลอ่หอยการเลยี้งและการดแูลตลอดจนการเก็บเกยี่ว; ข้อมลูจากการเลยี้งหอยแมลงภใู่นเขตภาคตะวันตกของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,6.2945,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"490. | หอยแมลงภู่(Asian green mussel) | การเลยี้งแบบปักหลัก; ครอบคลมุตงั้แตกา่รลงหลักลอ่หอยการเลยี้งและการดแูลตลอดจนการเก็บเกยี่ว; ข้อมลูจากการเลยี้งหอยแมลงภใู่นเขตภาคตะวันตกของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 6.2945 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
491,13,กลุ่มปศุสัตว์,,หอยหวาน (Spotted Babylon),การเลยี้งในบอ่พลาสตกิ; ครอบคลุมตงั้แตกา่รเตรยีมบอ่การเลยี้งและการเก็บเกยี่วผลผลิต; ข้อมลูจากการเลยี้งหอยหวานในเขตภาคตะวันออกของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0249,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"491. | หอยหวาน (Spotted Babylon) | การเลยี้งในบอ่พลาสตกิ ; ครอบคลุมตงั้แตกา่รเตรยีมบอ่การเลยี้งและการเก็บเกยี่วผลผลิต ; ข้อมลูจากการเลยี้งหอยหวานในเขตภาคตะวันออกของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0249 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
492,13,กลุ่มปศุสัตว์,,หอยหลอด,การจับจากธรรมชาติิใินประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.6507,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"492. | หอยหลอด | การจับจากธรรมชาตใินประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.6507 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
493,13,กลุ่มปศุสัตว์,,ปลาดกุ (เลยี้งในบอ่ดนิ ),ปลาดกุทที่าการเลยี้งในบอ่ดนิจนมอีายปุระมาณ 6 – 8 เดอืน; LCIA method IPCC 2013 GWP 100a V1.03,kg,3.9594,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"493. | ปลาดกุ (เลยี้งในบอ่ดนิ ) | ปลาดกุทที่าการเลยี้งในบอ่ดนิจนมอีายปุระมาณ 6 – 8 เดอืน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 3.9594 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
494,13,กลุ่มปศุสัตว์,,ปลาทับทมิ (เลยี้งในบอ่ดนิ ),ปลาทับทมิทที่าการเลยี้งในบอ่ดนิจนมอีายุประมาณ 6 – 8 เดอืน; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.5194,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"494. | ปลาทับทมิ (เลยี้งในบอ่ดนิ ) | ปลาทับทมิทที่าการเลยี้งในบอ่ดนิจนมอีายุประมาณ 6 – 8 เดอืน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.5194 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
495,13,กลุ่มปศุสัตว์,,ปลานลิ (เลยี้งในบอ่ดนิ ),,kg,0.3678,Thai National LCI Database/MTEC,Thai National LCI Database/MTEC,Update_09Oct13,495. | ปลานลิ (เลยี้งในบอ่ดนิ ) | nan | kg | 0.3678 | Thai National LCI Database/MTEC | Update_09Oct13
496,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,นำ้นมดบิจากโค,นำ้นมทรี่ดีไดจากโคนมโดยไมผ่่านกระบวนการใดๆกอ่นส่งไปศนูยร์วบรวมนำ้นม; LCIA method IPCC 2013 GWP 100a V1.03,kg,1.6298,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"496. | น้ำนมดบิจากโค | น้ำนมทรี่ดีไดจากโคนมโดยไมผ่่านกระบวนการใดๆกอ่นส่งไปศนูยร์วบรวมน้ำนม; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.6298 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
497,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,นำ้นมดบิจากศนูยร์วบรวมนำ้นม,นำ้นมทรี่ดีไดจากโคนมทผี่า่นการเก็บรวบรวมตรวจสอบคณุภาพและรักษาคณุภาพนำ้นมจากศนูยร์วบรวมนำ้นมเพอื่นำเขา้กระบวนการแปรรปูตอ่ไป; LCIA method IPCC 2013 GWP 100a V1.03,kg,2.5233,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"497. | น้ำนมดบิจากศนูยร์วบรวมน้ำนม | น้ำนมทรี่ดีไดจากโคนมทผี่า่นการเก็บรวบรวมตรวจสอบคณุภาพและรักษาคณุภาพน้ำนมจากศนูยร์วบรวมน้ำนมเพอื่นาเขา้กระบวนการแปรรปูตอ่ไป; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 2.5233 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
498,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,นำ้ผงึ้กรอง,จากการเลยี้งผงึ้แบบรังชนั้เดยีวเชวิพาณชิย; ์ครอบคลมุตงั้แตกา่รเตรยีมและสรา้งรังผงึ้การจัดการและการเลยี้งผงึ้การขนส่งผงึ้ไปยังแหลง่นำ้หวานและเกสรดอกไม้การสลัดนำ้ผงึ้การกรองนำ้ผงึ้ตลอดจนการเก็บเกยี่วผลผลิตอื่น; ข้อมลูจากการเลยี้งผงึ้ในเขตภาคเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,1.4546,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"498. | น้ำผงึ้กรอง | จากการเลยี้งผงึ้แบบรังชนั้เดยีวเชงิพาณชิย;์ครอบคลมุตงั้แตกา่รเตรยีมและสรา้งรังผงึ้การจัดการและการเลยี้งผงึ้การขนส่งผงึ้ไปยังแหลง่น้ำหวานและเกสรดอกไม้การสลัดน้ำผงึ้การกรองน้ำผงึ้ตลอดจนการเก็บเกยี่วผลผลิตอื่น; ข้อมลูจากการเลยี้งผงึ้ในเขตภาคเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.4546 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
499,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,นมผงึ้(Royal jelly),จากการเลยี้งผงึ้แบบรังชนั้เดยีวเชวิพาณชิย; ์ครอบคลมุตงั้แตกา่รเตรยีมและสรา้งรังผงึ้การจัดการและการเลยี้งผงึ้การขนส่งผงึ้ไปยังแหลง่นำ้หวานและเกสรดอกไม้การสลัดนำ้ผงึ้การกรองนำ้ผงึ้ตลอดจนการเก็บเกยี่วผลผลิตอื่น; ข้อมลูจากการเลยี้งผงึ้ในเขตภาคเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,1.4564,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"499. | นมผงึ้(Royal jelly) | จากการเลยี้งผงึ้แบบรังชนั้เดยีวเชงิพาณชิย;์ครอบคลมุตงั้แตกา่รเตรยีมและสรา้งรังผงึ้การจัดการและการเลยี้งผงึ้การขนส่งผงึ้ไปยังแหลง่น้ำหวานและเกสรดอกไม้การสลัดน้ำผงึ้การกรองน้ำผงึ้ตลอดจนการเก็บเกยี่วผลผลิตอื่น; ข้อมลูจากการเลยี้งผงึ้ในเขตภาคเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.4564 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
500,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,ไขผงึ้,จากการเลยี้งผงึ้แบบรังชนั้เดยีวเชวิพาณชิย; ์ครอบคลมุตงั้แตกา่รเตรยีมและสรา้งรังผงึ้การจัดการและการเลยี้งผงึ้การขนส่งผงึ้ไปยังแหลง่นำ้หวานและเกสรดอกไม้การสลัดนำ้ผงึ้การกรองนำ้ผงึ้ตลอดจนการเก็บเกยี่วผลผลิตอื่น; ข้อมลูจากการเลยี้งผงึ้ในเขตภาคเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,1.4564,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"500. | ไขผงึ้| จากการเลยี้งผงึ้แบบรังชนั้เดยีวเชงิพาณชิย;์ครอบคลมุตงั้แตกา่รเตรยีมและสรา้งรังผงึ้การจัดการและการเลยี้งผงึ้การขนส่งผงึ้ไปยังแหลง่น้ำหวานและเกสรดอกไม้การสลัดน้ำผงึ้การกรองน้ำผงึ้ตลอดจนการเก็บเกยี่วผลผลิตอื่น; ข้อมลูจากการเลยี้งผงึ้ในเขตภาคเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.4564 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
501,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,เกสรผงึ้,จากการเลยี้งผงึ้แบบรังชนั้เดยีวเชวิพาณชิย; ์ครอบคลมุตงั้แตกา่รเตรยีมและสรา้งรังผงึ้การจัดการและการเลยี้งผงึ้การขนส่งผงึ้ไปยังแหลง่นำ้หวานและเกสรดอกไม้การสลัดนำ้ผงึ้การกรองนำ้ผงึ้ตลอดจนการเก็บเกยี่วผลผลิตอื่น; ข้อมลูจากการเลยี้งผงึ้ในเขตภาคเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,1.451,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"501. | เกสรผงึ้| จากการเลยี้งผงึ้แบบรังชนั้เดยีวเชงิพาณชิย;์ครอบคลมุตงั้แตกา่รเตรยีมและสรา้งรังผงึ้การจัดการและการเลยี้งผงึ้การขนส่งผงึ้ไปยังแหลง่น้ำหวานและเกสรดอกไม้การสลัดน้ำผงึ้การกรองน้ำผงึ้ตลอดจนการเก็บเกยี่วผลผลิตอื่น; ข้อมลูจากการเลยี้งผงึ้ในเขตภาคเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.451 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
502,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,หนังโคสด,การแปรสภาพโคเนอื้มชีวีติให่ป็นเนอื้โคชาแหละเพอื่การบรโิภคโดยผา่นกระบวนการฆา่และชาแหละจากโรงงานฆา่และชาแหละโคที่ได้้มาตรฐาน; LCIA method IPCC 2013 GWP 100a V1.03,kg,13.4269,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"502. | หนังโคสด | การแปรสภาพโคเนอื้มชีวีติใหเ้ป็นเนอื้โคชาแหละเพอื่การบรโิภคโดยผา่นกระบวนการฆา่และชาแหละจากโรงงานฆา่และชาแหละโคที่ได้้มาตรฐาน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 13.4269 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
503,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,นำ้มันงาสกัดเย็นแบบครัวเรอืน,ข้อมลูการผลิตนำ้มันงาสกัดเย็นแบบครัวเรอืนในเขตภาคเหนอืของประเทศไทย; ครอบคลมุตงั้แต่การเตรยีมวัตถดุบิการบดและการกรอง; LCIA method IPCC 2013 GWP 100a V1.03,kg,1.2495,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"503. | น้ำมันงาสกัดเย็นแบบครัวเรอืน | ข้อมลูการผลิตน้ำมันงาสกัดเย็นแบบครัวเรอืนในเขตภาคเหนอืของประเทศไทย; ครอบคลมุตงั้แต่การเตรยีมวัตถดุบิการบดและการกรอง; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.2495 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
504,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,เกลอืทะเล,ข้อมลูการผลิตเกลอืจากเขตภาคกลางของประเทศไทย; ครอบคลมุตงั้แตกา่รเตรยีมนาปลง (นาวาง) การสบูนำ้ทะเลการตกผลกึเกลอืและการเก็บเกยี่ว; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0056,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"504. | เกลอืทะเล | ข้อมลูการผลิตเกลอืจากเขตภาคกลางของประเทศไทย; ครอบคลมุตงั้แตกา่รเตรยีมนาปลง (นาวาง) การสบูน้ำทะเลการตกผลกึเกลอืและการเก็บเกยี่ว; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0056 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
505,14,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,,เกลอืสนิเธาวแ์บบตากลานดนิ,ข้อมลูการผลิตเกลอืแบบตากลานดนิในเขตภาคตะวันออกเฉียงเหนอืของประเทศไทย; ครอบคลมุตงั้แตกา่รเตรยีมพนื้ทนี่าการสบูนำ้เกลอืการตกผลกึเกลอืและการเก็บเกยี่ว; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0051,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"505. | เกลอืสนิเธาวแ์บบตากลานดนิ | ข้อมลูการผลิตเกลอืแบบตากลานดนิในเขตภาคตะวันออกเฉียงเหนอืของประเทศไทย; ครอบคลมุตงั้แตกา่รเตรยีมพนื้ทนี่าการสบูน้ำเกลอืการตกผลกึเกลอืและการเก็บเกยี่ว; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0051 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
506,15,กลุ่มเครื่องจักรกลทางการเกษตร,,การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 15 แรงมา้,สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03,hr,10.0062,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"506. | การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 15 แรงมา้| สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03 | hr | 10.0062 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
507,15,กลุ่มเครื่องจักรกลทางการเกษตร,,การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 35 แรงมา้,สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03,hr,22.3072,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"507. | การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 35 แรงมา้| สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03 | hr | 22.3072 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
508,15,กลุ่มเครื่องจักรกลทางการเกษตร,,การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 45 แรงมา้,สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03,hr,28.5639,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"508. | การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 45 แรงมา้| สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03 | hr | 28.5639 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
509,15,กลุ่มเครื่องจักรกลทางการเกษตร,,การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 70 แรงมา้,สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03,hr,44.3889,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"509. | การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 70 แรงมา้| สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03 | hr | 44.3889 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
510,15,กลุ่มเครื่องจักรกลทางการเกษตร,,การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 80 แรงมา้,สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03,hr,50.8371,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"510. | การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 80 แรงมา้| สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03 | hr | 50.8371 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
511,15,กลุ่มเครื่องจักรกลทางการเกษตร,,การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 90 แรงมา้,สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03,hr,56.9422,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"511. | การใชร้ถแทรกเตอรส์ลี่อ้ขนาด 90 แรงมา้| สาหรับพนื้ทรี่าบในการปลกูขา้วขา้วโพดมันสาปะหลังและออ้ย; LCIA method IPCC 2013 GWP 100a V1.03 | hr | 56.9422 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
512,15,กลุ่มเครื่องจักรกลทางการเกษตร,,การใชร้ถแทรกเตอรส์องล้อ(รถไถเดนิตาม) (< 18 แรงมา้) ขับเคลอื่นดว้ยนำ้มันดีเซล,คลอบคลุมการผลิตรถแทรกเตอรแ์ละการนาไปใช้งานในการเกษตร; LCIA method IPCC 2013 GWP 100a V1.03,hr,5.9162,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"512. | การใชร้ถแทรกเตอรส์องล้อ(รถไถเดนิตาม) (< 18 แรงมา้) ขับเคลอื่นดว้ยน้ำมันดีเซล | คลอบคลุมการผลิตรถแทรกเตอรแ์ละการนาไปใช้งานในการเกษตร; LCIA method IPCC 2013 GWP 100a V1.03 | hr | 5.9162 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
513,15,กลุ่มเครื่องจักรกลทางการเกษตร,,การใชร้ถแทรกเตอรส์องล้อ(รถไถเดนิตาม) (< 18 แรงมา้) ขับเคลอื่นดว้ยนำ้มันเบนซนิ,คลอบคลุมการผลิตรถแทรกเตอรแ์ละการนาไปใช้งานในการเกษตร; LCIA method IPCC 2013 GWP 100a V1.03,hr,7.563,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"513. | การใชร้ถแทรกเตอรส์องล้อ(รถไถเดนิตาม) (< 18 แรงมา้) ขับเคลอื่นดว้ยน้ำมันเบนซนิ | คลอบคลุมการผลิตรถแทรกเตอรแ์ละการนาไปใช้งานในการเกษตร; LCIA method IPCC 2013 GWP 100a V1.03 | hr | 7.563 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
514,15,กลุ่มเครื่องจักรกลทางการเกษตร,,การใช่ครอื่งเตมิอากาศขนาด 2-3 แรงมา้,มคีวามเร็วรอบระหวา่ง 80-120 rpm และใชไ้ฟฟา้เป็นแหลง่พลังงานในชว่งการใชงา้น; LCIA method IPCC 2013 GWP 100a V1.03,hp-hr,1.2757,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"514. | การใชเ้ครอื่งเตมิอากาศขนาด 2-3 แรงมา้| มคีวามเร็วรอบระหวา่ง 80-120 rpm และใชไ้ฟฟา้เป็นแหลง่พลังงานในชว่งการใชงา้น; LCIA method IPCC 2013 GWP 100a V1.03 | hp-hr | 1.2757 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
